Datetime,TweetID,Text,Likes
2023-10-08 12:10:14.6007173 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",147
2023-10-08 12:10:15.4887681 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93720
2023-10-08 12:10:16.0337993 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3710
2023-10-08 12:10:16.5608294 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15507
2023-10-08 12:10:17.7038948 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245516
2023-10-08 12:20:18.1692394 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",147
2023-10-08 12:20:19.141295 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93720
2023-10-08 12:20:19.6683252 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
2023-10-08 12:20:20.2113562 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15507
2023-10-08 12:20:21.5984356 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245632
2023-10-08 12:30:22.0517795 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",147
2023-10-08 12:30:22.985833 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93720
2023-10-08 12:30:23.4958621 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
2023-10-08 12:30:23.9788898 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15507
2023-10-08 12:30:25.1409562 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245257
2023-10-08 12:40:25.6843054 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 12:40:26.6863627 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93720
2023-10-08 12:40:27.2743963 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3710
2023-10-08 12:40:27.8784308 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15507
2023-10-08 12:40:29.0814997 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245858
2023-10-08 12:50:29.5728458 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 12:50:30.4708972 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93720
2023-10-08 12:50:30.9709258 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
2023-10-08 12:50:31.5539591 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15507
2023-10-08 12:50:32.5170142 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245980
2023-10-08 13:00:33.0453625 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 13:00:34.016418 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93720
2023-10-08 13:00:34.6354534 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
2023-10-08 13:00:35.1904851 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15507
2023-10-08 13:00:36.4555575 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246089
2023-10-08 13:10:36.9289026 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 13:10:37.704947 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93720
2023-10-08 13:10:38.1779741 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3709
2023-10-08 13:10:38.7990096 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15507
2023-10-08 13:10:40.0510812 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246195
2023-10-08 20:04:51.2953389 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 20:04:53.114617 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93707
2023-10-08 20:04:53.825629 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3707
2023-10-08 20:04:54.5166405 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15498
2023-10-08 20:04:56.2971684 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245321
2023-10-08 20:45:03.020002 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 20:45:04.1690678 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93697
2023-10-08 20:45:04.8111045 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3707
2023-10-08 20:45:06.7202137 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15498
2023-10-08 20:45:08.4603132 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",247486
2023-10-08 20:59:17.3594319 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 20:59:18.6962025 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93692
2023-10-08 20:59:19.2729615 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3707
2023-10-08 20:59:19.9254718 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15498
2023-10-08 20:59:21.1432408 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246044
2023-10-08 21:14:49.5187375 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 21:14:50.4005012 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93692
2023-10-08 21:14:50.9395096 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3706
2023-10-08 21:14:51.6717721 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15498
2023-10-08 21:14:52.9895426 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245458
2023-10-08 21:15:56.3090585 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 21:15:57.7438306 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93688
2023-10-08 21:15:58.3095925 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 21:15:58.943854 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15499
2023-10-08 21:16:00.1218727 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246221
2023-10-08 21:20:11.354553 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 21:20:12.4660702 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93698
2023-10-08 21:20:13.1115802 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 21:20:13.7078396 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15499
2023-10-08 21:20:14.9006083 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246268
2023-10-08 21:20:15.3496154 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,80
2023-10-08 21:23:24.3708134 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 21:23:25.2913277 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93698
2023-10-08 21:23:25.8535865 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 21:23:26.3665945 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15499
2023-10-08 21:23:27.8288675 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245549
2023-10-08 21:23:28.2353756 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 21:23:28.6368819 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 21:28:29.1298782 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 21:28:30.5074078 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93688
2023-10-08 21:28:31.0889169 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 21:28:31.716177 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15495
2023-10-08 21:28:33.0719514 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246355
2023-10-08 21:28:33.5139583 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 21:28:33.8409634 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 21:33:34.365806 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 21:33:35.3958229 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93698
2023-10-08 21:33:35.9135817 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3708
2023-10-08 21:33:36.4870905 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15495
2023-10-08 21:33:37.8666179 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",245657
2023-10-08 21:33:38.2783758 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 21:33:38.6443814 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 21:38:39.2460096 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 21:38:40.0822735 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93698
2023-10-08 21:38:40.6005315 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3707
2023-10-08 21:38:41.11854 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15499
2023-10-08 21:38:42.5098118 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246456
2023-10-08 21:38:43.2378231 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 21:38:43.6045789 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 21:43:44.1165799 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",145
2023-10-08 21:43:45.4711008 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93698
2023-10-08 21:43:45.9538588 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3707
2023-10-08 21:43:46.5318678 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15499
2023-10-08 21:43:48.144143 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246501
2023-10-08 21:43:48.5408992 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 21:43:48.9369053 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 21:48:49.3529216 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
2023-10-08 21:48:50.2181851 +0000 UTC,1543315251327901696,Conservatives: when did #startrek get all woke and political?\nStar Trek in 1989: https://t.co/CtgSAPYtEk,93698
2023-10-08 21:48:50.6749422 +0000 UTC,1670168324322340864,Gene's vision was men being allowed to dress like this if they wanted to. #startrek https://t.co/F83UxftMOU,3707
2023-10-08 21:48:51.3217023 +0000 UTC,1663999865397952514,Star Trek has been woke since 1966. You're just a bigot. https://t.co/ptkVSIDRHK,15495
2023-10-08 21:48:52.5657217 +0000 UTC,1674360288445964288,"In today's #vatniksoup, I'll introduce a South African-American(!) businessman and social media figure, Elon Musk (@elonmusk). He's best-known for being the wealthiest man in the world, running Tesla Inc., SpaceX &amp; Twitter, and for parroting Kremlin's propaganda narratives.\n\n1/24 https://t.co/BSFuEcFjQQ",246544
2023-10-08 21:48:52.9224773 +0000 UTC,1540115023862943746,Tonight Paris was the capital of women in Science ! Thank you for being our role models 🤩 and leading the way for the next generations of passionate scientists 🧬👩🏻‍🔬 #FWISInternationalAwards #fwis #risingtalents #inspiration #WomenInSTEM @4womeninscience @UNESCO #community https://t.co/EYJixn2UG2,81
2023-10-08 21:48:53.2409823 +0000 UTC,1486093564312498184,"Thank you so much Peppe for making this happen! Second and last part of my PhD is finally out, I’m SO grateful for the tremendous support from all my Parisian labmates. Hope you enjoy our story as much as I loved working on it 🤩",25
2023-10-08 21:53:53.7292346 +0000 UTC,1653786351228055552,"[1/8] How does the brain develop the ability to predict the next frame of a movie? \n\nIn an #ICLR2023 paper [w/ Elias Issa], we showed the link between robustness to noise on input images and the temporal straightening of movies. \n\nhttps://t.co/0dNvlftNE0 https://t.co/8QBWBcRmkr",146
